timestamp,kube-proxy-fq5mr,istiod-587bbdc654-kxkq9,omsagent-rs-7546994bcb-wgxnv,kube-proxy-6k99q,reviews-v3-cc56b578-hvbrt,kubernetes-dashboard-7f7d6bbd7f-2p5nh,reviews-v2-6cb6ccd848-7pkwg,optimization-algorithm-8595878648-j47fn,omsagent-sq6c5,prometheus-5db67458fb-f7vz9,kiali-6f457f5964-gd4mh,istio-egressgateway-6d98c888ff-mtj8p,productpage-v1-64794f5db4-wpjm9,coredns-869cb84759-md9p9,load-prediction-59d498f88f-pncd6,ratings-v1-c6cdf8d98-rvfjs,grafana-5dc4b4676c-pbqxc,details-v1-5974b67c8-s6r85,dashboard-metrics-scraper-566c858889-2zfxs,omsagent-6jb4v,istio-ingressgateway-6bff4c6896-ckg8h,ingress-nginx-controller-5947756d78-fl295,reviews-v1-7f6558b974-8r46j,metrics-server-5f4c878d8-lxljm,tunnelfront-857f5c9f68-rwpfk,omsagent-gbb6z,coredns-869cb84759-qvxlc,kube-proxy-kq4c6,k8-server-5654d89694-grp4t,istio-tracing-8584b4d7f9-bdhz5,coredns-autoscaler-5b867494f-qchnt
1600976192,0.003710631075433805,0.0058302172548470544,0.019771740468584563,0.004393396021158399,0.018447601577862495,0.0009350965180976924,0.01920078386670024,0.0008969842144755304,0.015866425235328583,0.03779332087354116,0.0010676823105079426,0.00534734347287635,0.055674179720851535,0.01088830661987024,0.0009724985595854663,0.00862941390681186,0.0038260237922844724,0.011874462794928525,0.00031964463560605325,0.016699236118056435,0.012150913794804558,0.0038200076122950604,0.012436588117004505,0.0042480720441872045,0.1576172141999702,0.02363541790293658,0.01077344380759977,0.0036776446139777986,0.0029057256685501767,0.00960873519407705,0.000657662175573486
1600973492,0.004059021213234032,0.006244029542347203,0.01936963296870199,0.004474886582633746,0.02379680816821366,0.0014363515396633847,0.024500593390284132,0.0033091009270374023,0.016591586574395085,0.03742672881539265,0.0011832674574573873,0.005134081510373846,0.04710542764446544,0.010676681411834053,0.0019202506433374192,0.009268171068697775,0.003456357215576596,0.010576706449811214,0.00032675856284465653,0.016219719460095393,0.011627898615124737,0.003959184882006103,0.014783912823543122,0.004246203421554275,0.1537816759852525,0.021020065805813875,0.010598115090824686,0.0035351053338479074,,0.00808315113138276,0.0006725283381041993
1600973792,0.003930448169760287,0.005740850664666817,0.019305104460380945,0.004065176192698414,0.026368454300706515,0.0014088288535789918,0.02612901960963404,0.0014707961710070478,0.01652032842360853,0.03752419437550669,0.0011184749813479026,0.005307505747663268,0.0510914714919958,0.010305238743464545,0.0012749451731891746,0.009648612728431984,0.0031756072033782244,0.01095355667036927,0.000330125922523014,0.016186171230153895,0.012033128644411643,0.003791072291395057,0.014843546191475885,0.0042761102828994205,0.15903010403547713,0.021508204899366452,0.010850533071106335,0.003795258300848889,,0.009160698490602928,0.000629632570188998
1600974992,0.003948820256423632,0.006417043671477458,0.019329026964306145,0.004313130702057824,0.02214625006237463,0.0015088882954724775,0.02197138759187212,0.0008560169837804122,0.016118635525849856,0.038780081513009296,0.0011446285059849282,0.005573636736591705,0.05500662342368037,0.010518873830552052,0.0010404642573082034,0.009346606215072634,0.0033768159490752785,0.012296027970949662,0.0003268356398815849,0.017104999693855233,0.012498754525932625,0.0038892357928194104,0.014204303882283779,0.004157462001600314,0.1604830202745276,0.02170854692032957,0.010528837211162854,0.004031367414918414,,0.009992247625973696,0.0007090213630514557
1600976492,0.0036985017476726316,0.005981847840874731,0.019438489980733196,0.004036460427283091,0.019533330256988793,0.0010500670283476983,0.020631757907040957,0.0009130328571990018,0.01684326520263483,0.038576767607726103,0.001131647151466964,0.005211592792076299,0.0577370938315325,0.010714877493198056,0.0009946853109092247,0.009531910314183129,0.0032568339904347284,0.012638273883964359,0.00032469239124277615,0.01683721154429549,0.012477410763209237,0.003908445234288246,0.013654171887215046,0.004342346717017588,0.1565647834105171,0.022638028641581744,0.010634682146471595,0.0035333911259116555,0.0032964266088912416,0.010012339801460612,0.0007347096589330732
1600976792,0.0037108611425797277,0.006467157205879854,0.01885987283022928,0.004109400881893825,0.017855368279559664,0.0011972977891575726,0.017511160894220824,0.0009873107362484096,0.016553680665240888,0.03726935437329032,0.001243289258115042,0.005430354155216559,0.05786012165474031,0.011033031186874605,0.0009417842132392518,0.009744719241552168,0.0037008900503731554,0.012178284162418677,0.0003320814044660892,0.016827125024304713,0.012674179280737306,0.003928855072172172,0.013022288340950695,0.0044265070727037385,0.15818055444546048,0.023027926023583882,0.01102497904870253,0.0036822027010527092,0.0011309958956992076,0.010134385703346963,0.0006666459239870212
1600977092,0.00387371486904185,0.0062432552683814296,0.01834881922329992,0.004202179734657564,0.016764602185112325,0.0014679625775756953,0.017243626230698642,0.0008986708138763854,0.01644485038253383,0.03730886654005289,0.0011634686911239506,0.005358139139376565,0.055666064630197236,0.010964947321907323,0.0010744938080583465,0.009291450484871039,0.0033828154416816565,0.012566171425107854,0.00033801256792415166,0.016961445699734345,0.012587481954839028,0.003913731688293053,0.011422337932886177,0.004223703903340363,0.15830903080897893,0.023385316369065014,0.011569506425411148,0.0035547052159266507,0.0012182640540734048,0.010330306984018106,0.0006856287284241086
1600975292,0.004336479524613206,0.006243575991195191,0.019729077410064223,0.00469706023236693,0.01990655665563964,0.0013968462767524662,0.020150604350969693,0.0009238824019403334,0.016118985315133096,0.03864382991062543,0.0012535966855518228,0.005291946220428002,0.055331448762435884,0.010938278406661811,0.0009655389449764733,0.009071837559073422,0.003275091394022521,0.012001745327290819,0.0003332170099787893,0.016912098233589135,0.012489569831709731,0.004020749080960302,0.013929681987415066,0.004303245762053853,0.15430924656150974,0.023705644578570873,0.010905586989634784,0.0042050851850961996,0.021134002707793392,0.015717009774953942,0.0007031389890344354
1600974692,0.004120978477435416,0.005720771579426995,0.018679367486197612,0.004289002967558995,0.018393715242779746,0.0015055239986858015,0.020084452691474387,0.000901606147017509,0.015945449666431438,0.03669202513383922,0.001112887594984972,0.005381008918827932,0.049628956123896006,0.010633003955591313,0.0010203017601165586,0.009472810812842482,0.0033434225027896176,0.011150592421417874,0.0003376699323046577,0.015441831780856868,0.012090102688272488,0.003912898697734412,0.013030564540153377,0.004326299381469712,0.15880981483494291,0.022463218105766108,0.010444811122320662,0.0034654700068646183,,0.00878587928243138,0.0006684935177609763
1600975592,0.003890037828777542,0.005586377379403902,0.0187093886197076,0.004259661708052726,0.02376156806333795,0.0015263599010009558,0.024624187479853524,0.0009510238775958292,0.016498320810094405,0.03779610672614851,0.0011218824381253342,0.005502998069625855,0.054097892403951006,0.010338627437468963,0.0009422936048206912,0.009123301582647323,0.0033488535938598386,0.011577842102319812,0.00035310575311898746,0.016518286833185545,0.0122317674457601,0.0038325319159298954,0.014472543486274797,0.004241594652216676,0.15672608741629918,0.022967032777094214,0.01116787451287237,0.003625183630913865,0.0074008338482460245,0.08332467734432594,0.0006860695104556839
1600974092,0.0042641538293864845,0.005793669824332397,0.019231342410454384,0.004175515813440079,0.02242906659784651,0.0014622052829054186,0.022463965635144665,0.0010282546070635675,0.01633620507630601,0.0633913032883647,0.0012357681999408386,0.005129715387323817,0.054655283174726906,0.01062191227945147,0.0010174208008311902,0.009573145301236503,0.003173135194604427,0.011475743917655313,0.00033691901055965117,0.016925311908976455,0.012203864893288754,0.003934555620632692,0.014376922902100646,0.004198044136741533,0.1544894165848304,0.022481631154993208,0.010837499680338529,0.0037168274590250786,,0.009648455058797937,0.0006912484288351276
1600974392,0.004013777024852645,0.006366945020317831,0.020575889201739653,0.004410824896975419,0.022704171866467174,0.0014537936171172424,0.0225623950242703,0.0009515705769546135,0.016903504165204662,0.03672779195847093,0.001132097468119371,0.005302547220736597,0.05670211491047163,0.010951801370889504,0.0009366487002487336,0.009885738608101342,0.0033967974218451387,0.01254453154891828,0.0003185404917445047,0.01702405343800672,0.012673204967613757,0.003820064573524508,0.014298849917697563,0.004202640964678728,0.1551706924067382,0.023272072118014853,0.011003089580099336,0.0037907003275413002,,0.010342821848647071,0.0006786550908800785
1600975892,0.003867769525869427,0.006055369062100604,0.019180054823023006,0.004116386483816818,0.01818391262435528,0.001442355627284636,0.019406463753215288,0.0008701892981181508,0.016592078167668733,0.039991186028227085,0.0012531807820749473,0.005328019291650898,0.05439055933075637,0.010756690923975059,0.0010200645616911888,0.009065428651964354,0.0033747319335335254,0.011805407104906962,0.00036911580785719335,0.016468667790246708,0.011981560356241884,0.003943686384987024,0.013659626282623585,0.00428996509199548,0.15521801668510007,0.02201138016227612,0.011118874526284298,0.0035218716706785632,0.004926238890309255,0.011989029995715658,0.0006626537496779712
1600977692,0.0036640033201475173,0.006139452489849672,0.019385048663700312,0.00398265957456625,0.01701689616926045,0.0014051694885562113,0.01819627882109831,0.0009095637988527133,0.01606493668863171,0.037587231223847974,0.0012275094349990454,0.0052572407737189256,0.057562984739371575,0.010673901395538657,0.0009433205357253886,0.009203852462757667,0.003257930494403696,0.012869524477261297,0.0003522752572041068,0.018023493324020617,0.012454967094895414,0.003906509532707944,0.011679005030431042,0.0043044541700725525,0.15404805624643725,0.02269542478387743,0.011155113967717237,0.0035661132853374573,0.0012980925361924702,0.015658000104257636,0.0007348823455348157
1600977992,0.003776302677679986,0.006094776432530386,0.020175402911619927,0.004314663461700526,0.017143387400478986,0.0011626539388874773,0.01722376367628691,0.0008484757888491392,0.016556099194218372,0.03660210674662154,0.0012462906096204235,0.005221017730033844,0.05784160053671654,0.0111687513870918,0.0011002678905642801,0.009444165895180462,0.003375965138937531,0.012690265335596671,0.0003188163084680616,0.01737073168305181,0.012331515404558138,0.0038364109334414424,0.0115250792601747,0.00431463925270493,0.15356442847498974,0.02452011553033634,0.011073937530954148,0.003762873956891147,0.0010309767983767413,0.01533296131372167,0.0006811301804326233
1600978292,0.003861842296596448,0.006043652441012799,0.01891005365369692,0.004108652125051281,0.017059095328018952,0.0012658550769507932,0.017836408650796713,0.0008860877255464584,0.016382009058773097,0.03641133982444623,0.0011200660204555239,0.005525225635006718,0.05721436685505886,0.010486019767770575,0.0010141174122983462,0.009097234382108452,0.003301585300100875,0.0126868635694467,0.00035436288484603194,0.016889144169601675,0.012431395598936789,0.003910181965801446,0.011589287817679879,0.004364471894148638,0.15047714351345726,0.024218787481049133,0.010811628589553058,0.0035802227587164136,0.0012198310908857928,0.015405111013535117,0.000705016930803818
1600978592,0.003768065502841318,0.006256786135062005,0.01828199538910274,0.004196498430575979,0.016868120703971527,0.0013792950951752843,0.01690099065778948,0.0009144992618357543,0.016374227366346618,0.03677706476643396,0.0012078376793786488,0.005305647717890856,0.057441011553579446,0.010962438027094129,0.0009995278151932717,0.009335317021386519,0.0033431630969401652,0.012372935898879292,0.00035296510177898336,0.01673479689964366,0.012588435540722368,0.003905098275163654,0.011852238789336111,0.004174748446099309,0.14821291371457068,0.02339763453664338,0.011210918157662994,0.0035296388702751253,0.0013368457991920035,0.08887147388489855,0.0006818973377226746
1600978892,0.003745673813828307,0.006285360772992503,0.019039585011523905,0.004177641392375449,0.017373491224455653,0.0014453867339322421,0.017068136265642332,0.0009234177095282046,0.01625132270387185,0.03765820861483807,0.0010678991003566746,0.005312004572609702,0.0596528562771328,0.010373649441105033,0.001034494989359344,0.009009502923544119,0.0032011393136317473,0.013086948745853762,0.00033716714305626386,0.017700602302115287,0.012394347293681638,0.0039001684809419923,0.011454100388140593,0.0042392444905091885,0.15644242544822867,0.023486512614289745,0.01110156405789835,0.003804407902961775,0.001098160071262545,0.013224253218991466,0.0006998113237882734
1600979192,0.0037219113673568737,0.0060301523736179564,0.019569949683024133,0.004334070481650763,0.01705434029667581,0.0012818897535578453,0.016994935263313065,0.0009020254212267665,0.01633065999317268,0.03847465347691364,0.001087011518189672,0.005182828431895678,0.05787995314059565,0.010785903523231267,0.0010155813559992461,0.009372651496338643,0.0035469846036444716,0.01240036014440746,0.0003509630264569795,0.016460429918689193,0.012477185732365984,0.003932971622666779,0.011427018077794216,0.004296433717806754,0.15642138999284472,0.02344320874880943,0.011272537870562139,0.0035827684495482676,0.003215303342115673,0.01484934077231868,0.000659231407562521
1600979492,0.003629729458880954,0.006102497730029834,0.0193433816163436,0.004173315283511475,0.07592725175032189,0.0013918675279940072,0.07422402658397961,0.0009193473012983939,0.01637896150760572,0.03660364530049775,0.0010600037889907164,0.0054565347817652505,0.05698904735448999,0.010253420584148028,0.0010283157597804175,0.009145689563176875,0.003390465942436191,0.012654505566619765,0.0003713818614236961,0.0168802066849197,0.012573177055317445,0.0039591676300961744,0.06552857728866346,0.004297560622073881,0.15819427715224466,0.023218708716548377,0.010875767451338943,0.0035169887786854915,0.0011820905607278667,0.010569305223185603,0.0006534405254862536
1600979792,0.0036374170017643807,0.005995631468412754,0.01995876139997019,0.004325248457629578,0.013695636758328071,0.001239856460447044,0.013501535618986626,0.0009473390264388279,0.01689447126988706,0.03880442303247825,0.0011047327661206571,0.005355508729523405,0.057340708745110755,0.010450063865821313,0.0009326655994749806,0.009419230821970201,0.0032183228713692294,0.012358888968612767,0.0003286210968601749,0.016969577936507087,0.012338017174469713,0.003753828436021302,0.01044628073000305,0.004365487504054548,0.15701777307548834,0.02311451672189921,0.011493516207730467,0.0037390787029010202,0.0011085253518859943,0.010039510655724612,0.0006452569829581136
1600977392,0.0036674220449877787,0.005899335919356601,0.01860877753870211,0.0042505547508460105,0.016791199600468446,0.0014371545403996152,0.017760478941047757,0.000885633266022901,0.015886618386847285,0.03688430314212182,0.00118319382394472,0.0051861329885574585,0.05493614576442395,0.01077523557592528,0.0010635820600499901,0.009263030043674096,0.0032717948825178272,0.012525882358222523,0.00029691865058887923,0.01651398575595204,0.012537727963689071,0.0038731348830420434,0.011537909226093757,0.003988602848226696,0.15417495132253747,0.022752913997975417,0.01103638838673164,0.0037684204731740977,0.0033869488936264522,0.01850725535221808,0.0007054544053215386
1600980392,0.0036351149982914574,0.006373284847611795,0.020059135695206884,0.004239696060976577,0.012886654631821742,0.0008788566087139583,0.01254973994664299,0.0010277402257087144,0.016023605305935204,0.03696647993079161,0.0010666405286054964,0.005194037419278673,0.057913747810055205,0.010186975749314759,0.0008688624105395543,0.00926390422023841,0.003559101176150252,0.012563830547755051,0.000345852092758545,0.016855145471250534,0.012891425552898392,0.0038638451372737014,0.009409233328311926,0.004286444579243848,0.15628217515028103,0.02266497523985949,0.01077322553193645,0.0037330276478245395,0.0011785783171964653,0.010019833879932572,0.0006823937139516887
1600980692,0.003804704697137213,0.006348634181063181,0.01930116637572688,0.004196542077312725,0.012901155852265403,0.0012498500271512216,0.012725690981011284,0.0010254226909216697,0.015972104185930737,0.0381763623796708,0.0012255177778823026,0.005388447006015841,0.056429615922395954,0.010644293313739419,0.0009252926965200928,0.009280564328980825,0.0031903994067947463,0.013110183496983438,0.00036555224953090456,0.01698237103905558,0.01295431454422856,0.003983302784367442,0.009118690418736043,0.00434846186904756,0.1547868866121826,0.023015778050828335,0.010871963529587298,0.003591291704195049,0.0009693396400984634,0.010761260403605932,0.0006719795183831063
1600980992,0.003686545926287917,0.006067363486764196,0.019435651309943257,0.004261799951510015,0.012397674482580261,0.001265033988599203,0.012378364239863448,0.0010117549959257682,0.01588468886574007,0.036925379343494796,0.0011665530618573438,0.005354155507774946,0.05905453937975416,0.010882301285978255,0.0009449526002351257,0.009482439092236544,0.0034325394392142176,0.012489022100737369,0.00036112597674237053,0.01660425233211076,0.012789996626409044,0.0038204921241979054,0.009687395652615583,0.004097250073759075,0.15708193478331825,0.022775899553205706,0.011097241296360404,0.003818200472261035,0.0008849913576556606,0.010978938616457521,0.0006484043353953907
1600981292,0.0038166404861302806,0.006072054639704366,0.0194181994026052,0.004236094683133428,0.01272280828135228,0.00131530991996449,0.012449710557180763,0.0009499264646420024,0.015949041642496824,0.06417594106934678,0.0011284611143920552,0.005479823051826067,0.058535228815565984,0.010694941947615895,0.000999103252822727,0.00899006351970438,0.0033039553563042495,0.012353206898656096,0.0003273640416408673,0.016532591630575987,0.012069098048576839,0.003811828556880315,0.009341787349437101,0.004278590810912504,0.1476152561375134,0.022710426861212045,0.010517793456128428,0.0035690444922741576,0.004119255523896753,0.0107587411959006,0.0006715841686358544
